,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
0,2025,1,FT,Other,69120,NL,0,NL,2
1,2025,1,FT,Other,50160,NL,0,NL,2
2,2025,1,FT,Data Engineer,158113,US,0,US,2
3,2025,1,FT,Data Engineer,87795,US,0,US,2
4,2025,4,FT,Data Engineer,351410,US,0,US,2
5,2025,4,FT,Data Engineer,195230,US,0,US,2
6,2025,3,FT,Engineer,199000,US,100,US,2
7,2025,3,FT,Engineer,159200,US,100,US,2
8,2025,3,FT,Systems Engineer,207000,US,100,US,2
9,2025,3,FT,Systems Engineer,160000,US,100,US,2
10,2025,3,FT,Analytics Engineer,191000,US,100,US,2
11,2025,3,FT,Analytics Engineer,162000,US,100,US,2
12,2025,2,FT,Analytics Engineer,146000,US,0,US,2
13,2025,2,FT,Analytics Engineer,97000,US,0,US,2
14,2025,3,FT,Data Architect,278500,US,0,US,2
15,2025,3,FT,Data Architect,131300,US,0,US,2
16,2025,2,FT,Data Manager,121000,US,0,US,2
17,2025,2,FT,Data Manager,103000,US,0,US,2
18,2025,2,FT,Data Manager,80000,US,0,US,2
19,2025,2,FT,Data Manager,62000,US,0,US,2
20,2025,3,FT,BI Developer,198300,US,0,US,2
21,2025,3,FT,BI Developer,94400,US,0,US,2
22,2025,2,FT,Machine Learning Engineer,246000,US,0,US,2
23,2025,2,FT,Machine Learning Engineer,196000,US,0,US,2
24,2025,3,FT,Machine Learning Engineer,230000,US,0,US,2
25,2025,3,FT,Machine Learning Engineer,175000,US,0,US,2
26,2025,3,FT,Engineer,175000,CA,0,CA,2
27,2025,3,FT,Engineer,142000,CA,0,CA,2
28,2025,4,FT,Engineer,325000,US,100,US,2
29,2025,4,FT,Engineer,250000,US,100,US,2
30,2025,3,FT,Machine Learning Engineer,174600,US,0,US,2
31,2025,3,FT,Machine Learning Engineer,116400,US,0,US,2
32,2025,3,FT,Machine Learning Scientist,202500,US,0,US,2
33,2025,3,FT,Machine Learning Scientist,121500,US,0,US,2
34,2025,2,FT,Business Intelligence Developer,107309,CA,0,CA,2
35,2025,2,FT,Business Intelligence Developer,85839,CA,0,CA,2
36,2025,3,FT,Product Manager,142000,CA,100,CA,2
37,2025,3,FT,Product Manager,113000,CA,100,CA,2
38,2025,2,FT,Data Scientist,209100,US,0,US,2
39,2025,2,FT,Data Scientist,154500,US,0,US,2
40,2025,3,FT,Data Scientist,335720,US,100,US,2
41,2025,3,FT,Data Scientist,163064,US,100,US,2
42,2025,1,FT,Data Scientist,77000,US,0,US,2
43,2025,1,FT,Data Scientist,70000,US,0,US,2
44,2025,3,FT,Data Scientist,133000,US,0,US,2
45,2025,3,FT,Data Scientist,90000,US,0,US,2
46,2025,2,FT,Data Scientist,150400,US,0,US,2
47,2025,2,FT,Data Scientist,90300,US,0,US,2
48,2025,2,FT,Data Scientist,142200,US,0,US,2
49,2025,2,FT,Data Scientist,85300,US,0,US,2
50,2025,2,FT,Data Scientist,128600,US,0,US,2
51,2025,2,FT,Data Scientist,62800,US,0,US,2
52,2025,2,FT,Data Scientist,218030,US,0,US,2
53,2025,2,FT,Data Scientist,114080,US,0,US,2
54,2025,2,FT,Engineer,240000,US,0,US,2
55,2025,2,FT,Engineer,120000,US,0,US,2
56,2025,3,FT,AI Engineer,200000,US,0,US,2
57,2025,3,FT,AI Engineer,170000,US,0,US,2
58,2025,2,FT,Data Specialist,54000,US,0,US,2
62,2025,3,FT,Research Engineer,218100,US,0,US,2
63,2025,3,FT,Research Engineer,158800,US,0,US,2
64,2025,3,FT,Data Analyst,136000,US,0,US,2
65,2025,3,FT,Data Analyst,86000,US,0,US,2
66,2025,1,FT,Data Analyst,152000,US,0,US,2
67,2025,1,FT,Data Analyst,96000,US,0,US,2
70,2025,3,FT,AI Engineer,214032,US,0,US,2
71,2025,3,FT,AI Engineer,140700,US,0,US,2
72,2025,3,FT,AI Engineer,199000,US,100,US,2
73,2025,3,FT,AI Engineer,159200,US,100,US,2
74,2025,3,FT,Software Developer,158113,US,0,US,2
75,2025,3,FT,Software Developer,87795,US,0,US,2
76,2025,3,FT,Analyst,115000,US,0,US,2
77,2025,3,FT,Analyst,85000,US,0,US,2
78,2025,1,FT,Analyst,124600,US,0,US,2
79,2025,1,FT,Analyst,69000,US,0,US,2
80,2025,3,FT,Engineer,186800,US,100,US,2
81,2025,3,FT,Engineer,100900,US,100,US,2
82,2025,3,FT,Engineer,440000,US,0,US,2
83,2025,3,FT,Engineer,180000,US,0,US,2
88,2025,2,FT,Product Manager,259000,US,0,US,2
89,2025,2,FT,Product Manager,204000,US,0,US,2
90,2025,3,FT,Research Engineer,440000,US,0,US,2
91,2025,3,FT,Research Engineer,295000,US,0,US,2
92,2025,2,FT,Software Engineer,205800,US,0,US,2
93,2025,2,FT,Software Engineer,137200,US,0,US,2
94,2025,3,FT,Site Reliability Engineer,224000,US,100,US,2
95,2025,3,FT,Site Reliability Engineer,155000,US,100,US,2
96,2025,3,FT,Software Engineer,190000,US,0,US,2
97,2025,3,FT,Software Engineer,140000,US,0,US,2
98,2025,2,FT,Software Developer,110000,US,0,US,2
99,2025,2,FT,Software Developer,74935,US,0,US,2
100,2025,3,FT,Software Engineer,283990,US,0,US,2
101,2025,3,FT,Software Engineer,149471,US,0,US,2
102,2025,3,FT,Software Engineer,225000,US,0,US,2
103,2025,3,FT,Software Engineer,184000,US,0,US,2
104,2025,3,FT,Engineer,180650,US,0,US,2
105,2025,3,FT,Engineer,124700,US,0,US,2
106,2025,3,FT,Engineer,125000,US,0,US,2
107,2025,3,FT,Engineer,115000,US,0,US,2
108,2025,3,FT,Software Engineer,286000,US,0,US,2
109,2025,3,FT,Software Engineer,143000,US,0,US,2
110,2025,3,FT,Applied Scientist,253000,CA,0,CA,2
111,2025,3,FT,Applied Scientist,135800,CA,0,CA,2
112,2025,3,FT,Applied Scientist,251600,US,0,US,2
113,2025,3,FT,Applied Scientist,120100,US,0,US,2
114,2025,3,FT,Analyst,130800,US,0,US,2
115,2025,3,FT,Analyst,87200,US,0,US,2
116,2025,3,FT,Product Manager,286000,US,0,US,2
117,2025,3,FT,Product Manager,143000,US,0,US,2
118,2025,3,FT,Data Engineer,113924,GB,0,GB,2
119,2025,3,FT,Data Engineer,88607,GB,0,GB,2
120,2025,3,FT,Data Engineer,314400,US,0,US,2
121,2025,3,FT,Data Engineer,161600,US,0,US,2
122,2025,2,FT,Data Engineer,98300,US,0,US,2
123,2025,2,FT,Data Engineer,65500,US,0,US,2
124,2025,3,FT,Data Engineer,183500,US,100,US,2
125,2025,3,FT,Data Engineer,128300,US,100,US,2
126,2025,2,FT,Data Engineer,129800,US,0,US,2
127,2025,2,FT,Data Engineer,70100,US,0,US,2
128,2025,3,FT,Data Engineer,170040,US,0,US,2
129,2025,3,FT,Data Engineer,97600,US,0,US,2
130,2025,1,FT,Data Engineer,142200,US,100,US,2
131,2025,1,FT,Data Engineer,106900,US,100,US,2
132,2025,3,FT,Data Engineer,234000,US,0,US,2
133,2025,3,FT,Data Engineer,90000,US,0,US,2
134,2025,2,FT,Data Manager,43205,GB,0,GB,2
135,2025,2,FT,Data Manager,38993,GB,0,GB,2
136,2025,2,FT,Computer Vision Engineer,251000,US,0,US,2
137,2025,2,FT,Computer Vision Engineer,170200,US,0,US,2
138,2025,2,FT,Research Scientist,208000,US,0,US,2
139,2025,2,FT,Research Scientist,147000,US,0,US,2
142,2025,2,FT,Machine Learning Engineer,237500,US,0,US,2
143,2025,2,FT,Machine Learning Engineer,137750,US,0,US,2
144,2025,2,FT,AI Engineer,140000,US,100,US,2
145,2025,2,FT,AI Engineer,110000,US,100,US,2
146,2025,2,FT,Data Analyst,146000,US,0,US,2
147,2025,2,FT,Data Analyst,104000,US,0,US,2
148,2025,1,FT,Data Analyst,90000,US,100,US,2
149,2025,1,FT,Data Analyst,80000,US,100,US,2
150,2025,3,FT,Data Analyst,130000,US,0,US,2
151,2025,3,FT,Data Analyst,110000,US,0,US,2
152,2025,3,FT,Data Analyst,178375,US,0,US,2
153,2025,3,FT,Data Analyst,107025,US,0,US,2
154,2025,2,FT,Data Analytics Manager,128300,US,0,US,2
155,2025,2,FT,Data Analytics Manager,73300,US,0,US,2
156,2025,2,FT,Manager,140000,US,100,US,2
157,2025,2,FT,Manager,130000,US,100,US,2
158,2025,1,FT,Data Analyst,107760,CA,0,CA,2
159,2025,1,FT,Data Analyst,79648,CA,0,CA,2
160,2025,2,FT,Data Scientist,100000,US,0,US,2
161,2025,2,FT,Data Scientist,98000,US,0,US,2
162,2025,1,FT,Data Scientist,82000,US,0,US,2
163,2025,1,FT,Data Scientist,51000,US,0,US,2
164,2025,3,FT,Data Scientist,286000,US,100,US,2
165,2025,3,FT,Data Scientist,143000,US,100,US,2
166,2025,3,FT,Data Scientist,180000,US,0,US,2
168,2025,3,FT,Analyst,112500,US,0,US,2
169,2025,3,FT,Analyst,67500,US,0,US,2
170,2025,3,FT,Data Scientist,238000,US,0,US,2
172,2025,3,FT,Data Scientist,200000,US,0,US,2
173,2025,3,FT,Data Scientist,120000,US,0,US,2
174,2025,3,FT,Data Scientist,123203,US,0,US,2
175,2025,3,FT,Data Scientist,89602,US,0,US,2
176,2025,3,FT,AI Architect,148500,US,100,US,2
177,2025,3,FT,AI Architect,111500,US,100,US,2
178,2025,2,FT,Data Developer,110000,US,0,US,2
180,2025,2,FT,Research Scientist,410000,US,0,US,2
181,2025,2,FT,Research Scientist,224000,US,0,US,2
182,2025,2,FT,Research Scientist,389500,US,0,US,2
183,2025,2,FT,Research Scientist,212800,US,0,US,2
184,2025,1,FT,Research Scientist,355000,US,0,US,2
185,2025,1,FT,Research Scientist,194000,US,0,US,2
188,2025,1,FT,Research Scientist,337250,US,0,US,2
189,2025,1,FT,Research Scientist,184300,US,0,US,2
192,2025,2,FT,Research Engineer,208000,US,0,US,2
193,2025,2,FT,Research Engineer,141340,US,0,US,2
194,2025,2,FT,Research Scientist,202000,US,0,US,2
195,2025,2,FT,Research Scientist,141000,US,0,US,2
196,2025,2,FT,Software Developer,178999,US,0,US,2
197,2025,2,FT,Software Developer,172931,US,0,US,2
198,2025,3,FT,Solutions Architect,164800,US,100,US,2
199,2025,3,FT,Solutions Architect,120000,US,100,US,2
200,2025,1,FT,Analyst,234000,US,0,US,2
201,2025,1,FT,Analyst,146000,US,0,US,2
202,2025,3,FT,Data Engineer,180967,CA,0,CA,2
203,2025,3,FT,Data Engineer,125300,CA,0,CA,2
204,2025,3,PT,Architect,226900,US,0,US,2
205,2025,3,PT,Architect,151300,US,0,US,2
206,2025,1,FT,Stage,33409,CH,0,CH,2
208,2025,2,FT,Manager,155000,US,0,US,2
209,2025,2,FT,Manager,80000,US,0,US,2
210,2025,2,FT,Research Assistant,60000,US,0,US,2
211,2025,2,FT,Research Assistant,34000,US,0,US,2
212,2025,3,FT,Business Intelligence Analyst,181800,US,0,US,2
213,2025,3,FT,Business Intelligence Analyst,97400,US,0,US,2
214,2025,1,FT,Analyst,123600,US,0,US,2
215,2025,1,FT,Analyst,82400,US,0,US,2
216,2025,1,FT,Analyst,115000,US,0,US,2
217,2025,1,FT,Analyst,72200,US,0,US,2
218,2025,1,PT,Research Assistant,49816,GB,0,GB,2
219,2025,1,PT,Research Assistant,43205,GB,0,GB,2
220,2025,1,FT,Data Analyst,63157,LT,0,LT,2
221,2025,1,FT,Data Analyst,35368,LT,0,LT,2
222,2025,2,FT,Data Engineer,147000,US,0,US,2
223,2025,2,FT,Data Engineer,42000,US,0,US,2
224,2025,3,FT,Data Analyst,165000,US,0,US,2
225,2025,3,FT,Data Analyst,47000,US,0,US,2
226,2025,1,FT,Data Analyst,60948,GB,0,GB,2
227,2025,1,FT,Data Analyst,45734,GB,0,GB,2
228,2025,3,FT,Data Analyst,110000,US,100,US,2
229,2025,3,FT,Data Analyst,100000,US,100,US,2
230,2025,3,FT,Data Analyst,158100,US,0,US,2
231,2025,3,FT,Data Analyst,88500,US,0,US,2
232,2025,2,FT,Manager,160500,US,0,US,2
233,2025,2,FT,Manager,96300,US,0,US,2
234,2025,2,FT,Data Scientist,60948,GB,0,GB,2
235,2025,2,FT,Data Scientist,51262,GB,0,GB,2
236,2025,3,FT,Data Scientist,82278,GB,0,GB,2
237,2025,3,FT,Data Scientist,56962,GB,0,GB,2
238,2025,1,FT,Data Scientist,141000,US,0,US,2
239,2025,1,FT,Data Scientist,62000,US,0,US,2
240,2025,3,FT,Applied Scientist,216000,US,0,US,2
241,2025,3,FT,Applied Scientist,183000,US,0,US,2
242,2025,2,FT,Data Integration Engineer,120000,US,0,US,2
243,2025,2,FT,Data Integration Engineer,96000,US,0,US,2
244,2025,3,FT,Software Engineer,31200,IN,100,IN,2
245,2025,3,FT,Software Engineer,30000,IN,100,IN,2
246,2025,3,FT,Data Engineer,145440,US,0,US,2
247,2025,3,FT,Data Engineer,96960,US,0,US,2
248,2025,3,FT,Data Engineer,246344,US,0,US,2
249,2025,3,FT,Data Engineer,153965,US,0,US,2
250,2025,1,FT,Data Engineer,92096,NL,0,NL,2
251,2025,1,FT,Data Engineer,55604,NL,0,NL,2
252,2025,3,FT,Data Engineer,164120,US,0,US,2
253,2025,3,FT,Data Engineer,134280,US,0,US,2
254,2025,2,FT,Business Intelligence Developer,106880,CA,0,CA,2
255,2025,2,FT,Business Intelligence Developer,85540,CA,0,CA,2
256,2025,3,FT,Data Lead,147400,US,0,US,2
257,2025,3,FT,Data Lead,100500,US,0,US,2
258,2025,2,FT,Associate,210000,US,0,US,2
259,2025,2,FT,Associate,172000,US,0,US,2
260,2025,2,FT,Associate,115000,CA,0,CA,2
261,2025,2,FT,Associate,90000,CA,0,CA,2
262,2025,3,FT,Analyst,242650,US,0,US,2
263,2025,3,FT,Analyst,168800,US,0,US,2
264,2025,3,FT,Software Engineer,110000,US,0,US,2
265,2025,3,FT,Software Engineer,90000,US,0,US,2
266,2025,2,FT,Quantitative Researcher,250000,US,0,US,2
267,2025,2,FT,Quantitative Researcher,160000,US,0,US,2
268,2025,2,FT,Engineer,211420,US,0,US,2
269,2025,2,FT,Engineer,149750,US,0,US,2
270,2025,3,FT,Systems Engineer,198000,US,0,US,2
271,2025,3,FT,Systems Engineer,86800,US,0,US,2
272,2025,3,FT,Analyst,125000,US,0,US,2
273,2025,3,FT,Analyst,100000,US,0,US,2
274,2025,3,FT,Manager,215270,US,100,US,2
275,2025,3,FT,Manager,137000,US,100,US,2
276,2025,3,FT,Site Reliability Engineer,720000,US,0,US,2
277,2025,3,FT,Site Reliability Engineer,100000,US,0,US,2
278,2025,3,FT,Analyst,119000,US,0,US,2
279,2025,3,FT,Analyst,95200,US,0,US,2
280,2025,3,FT,Analyst,25263,SK,0,SK,2
282,2025,3,FT,Analyst,176000,US,0,US,2
283,2025,3,FT,Analyst,77600,US,0,US,2
284,2025,3,FT,Engineer,156420,US,0,US,2
285,2025,3,FT,Engineer,99500,US,0,US,2
286,2025,2,FT,Software Engineer,174000,US,0,US,2
287,2025,2,FT,Software Engineer,100000,US,0,US,2
288,2025,3,FT,Business Intelligence Engineer,121400,US,100,US,2
289,2025,3,FT,Business Intelligence Engineer,89000,US,100,US,2
290,2025,3,FT,Data Scientist,127000,US,0,US,2
291,2025,3,FT,Data Scientist,73000,US,0,US,2
292,2025,2,FT,Data Scientist,246200,US,0,US,2
293,2025,2,FT,Data Scientist,105000,US,0,US,2
294,2025,3,FT,Data Scientist,220000,US,0,US,2
295,2025,3,FT,Data Scientist,110000,US,0,US,2
296,2025,2,FT,Data Scientist,93953,NL,0,NL,2
297,2025,2,FT,Data Scientist,55755,NL,0,NL,2
298,2025,3,FT,Data Scientist,63157,LT,0,LT,2
299,2025,3,FT,Data Scientist,50526,LT,0,LT,2
300,2025,3,FT,Data Analyst,155000,US,0,US,2
301,2025,3,FT,Data Analyst,80000,US,0,US,2
302,2025,3,FT,Data Analyst,147900,US,0,US,2
303,2025,3,FT,Data Analyst,103500,US,0,US,2
304,2025,1,FT,Data Analyst,141000,US,0,US,2
305,2025,1,FT,Data Analyst,61900,US,0,US,2
306,2025,2,FT,Data Analyst,95000,US,0,US,2
307,2025,2,FT,Data Analyst,85000,US,0,US,2
308,2025,3,FT,Software Engineer,180000,US,0,US,2
310,2025,3,FT,Software Engineer,220000,US,0,US,2
312,2025,3,FT,Machine Learning Engineer,297600,CA,0,CA,2
313,2025,3,FT,Machine Learning Engineer,148000,CA,0,CA,2
314,2025,3,FT,Machine Learning Engineer,345600,US,0,US,2
315,2025,3,FT,Machine Learning Engineer,194600,US,0,US,2
316,2025,3,FT,Machine Learning Engineer,402000,US,0,US,2
317,2025,3,FT,Machine Learning Engineer,226500,US,0,US,2
318,2025,3,FT,Machine Learning Engineer,297600,US,0,US,2
319,2025,3,FT,Machine Learning Engineer,167200,US,0,US,2
320,2025,3,FT,Software Development Engineer,199200,CA,0,CA,2
321,2025,3,FT,Software Development Engineer,132800,CA,0,CA,2
322,2025,2,FT,Data Management Specialist,44842,LT,0,LT,2
323,2025,2,FT,Data Management Specialist,31389,LT,0,LT,2
324,2025,2,FT,Data Engineer,257000,US,0,US,2
325,2025,2,FT,Data Engineer,112800,US,0,US,2
326,2025,3,FT,Data Engineer,223600,US,0,US,2
327,2025,3,FT,Data Engineer,152200,US,0,US,2
328,2025,2,FT,Associate,122200,US,0,US,2
329,2025,2,FT,Associate,67600,US,0,US,2
330,2025,1,FT,Analyst,153925,US,0,US,2
331,2025,1,FT,Analyst,85150,US,0,US,2
332,2025,3,FT,Manager,327200,US,100,US,2
333,2025,3,FT,Manager,138400,US,100,US,2
334,2025,2,FT,Engineer,231250,US,0,US,2
335,2025,2,FT,Engineer,111000,US,0,US,2
336,2025,3,FT,Engineer,300000,US,0,US,2
337,2025,3,FT,Engineer,150000,US,0,US,2
338,2025,3,FT,Software Engineer,215000,US,100,US,2
339,2025,3,FT,Software Engineer,90000,US,100,US,2
340,2025,3,FT,Engineer,196000,US,0,US,2
341,2025,3,FT,Engineer,135000,US,0,US,2
342,2025,2,FT,Data Specialist,81650,US,0,US,2
343,2025,2,FT,Data Specialist,60350,US,0,US,2
344,2025,1,FT,Data Specialist,67850,US,0,US,2
345,2025,1,FT,Data Specialist,50150,US,0,US,2
346,2025,3,FT,Data Specialist,194900,US,0,US,2
347,2025,3,FT,Data Specialist,114700,US,0,US,2
348,2025,3,FT,Analytics Engineer,135960,US,0,US,2
349,2025,3,FT,Analytics Engineer,86500,US,0,US,2
350,2025,3,FT,Analytics Engineer,169832,US,0,US,2
351,2025,3,FT,Analytics Engineer,125528,US,0,US,2
352,2025,3,FT,Manager,180000,US,0,US,2
353,2025,3,FT,Manager,112000,US,0,US,2
354,2025,2,FT,AI Developer,63157,LT,0,LT,2
355,2025,2,FT,AI Developer,37894,LT,0,LT,2
356,2025,3,FT,Solutions Architect,265703,US,0,US,2
357,2025,3,FT,Solutions Architect,196389,US,0,US,2
358,2025,2,FT,Data and Analytics Consultant,98300,US,0,US,2
359,2025,2,FT,Data and Analytics Consultant,61500,US,0,US,2
360,2025,3,FT,Data Architect,207000,US,0,US,2
361,2025,3,FT,Data Architect,142800,US,0,US,2
362,2025,3,FT,Data Engineer,105941,NL,0,NL,2
363,2025,3,FT,Data Engineer,65835,NL,0,NL,2
364,2025,2,FT,Data Engineer,105941,NL,0,NL,2
365,2025,2,FT,Data Engineer,65835,NL,0,NL,2
366,2025,3,FT,Data Engineer,107800,US,0,US,2
367,2025,3,FT,Data Engineer,57700,US,0,US,2
368,2025,2,FT,Data Engineer,235000,US,0,US,2
369,2025,2,FT,Data Engineer,133000,US,0,US,2
370,2025,2,FT,Associate,138000,US,0,US,2
371,2025,2,FT,Associate,82450,US,0,US,2
372,2025,2,FT,Software Engineer,178250,US,0,US,2
373,2025,2,FT,Software Engineer,139984,US,0,US,2
374,2025,3,FT,Data Scientist,45595,AT,0,AT,2
376,2025,3,FT,Software Engineer,188600,US,0,US,2
377,2025,3,FT,Software Engineer,170227,US,0,US,2
378,2025,3,FT,Research Scientist,171000,US,0,US,2
379,2025,3,FT,Research Scientist,95000,US,0,US,2
380,2025,3,FT,Data Scientist,276100,US,0,US,2
381,2025,3,FT,Data Scientist,167300,US,0,US,2
382,2025,3,FT,AI Architect,334600,US,0,US,2
383,2025,3,FT,AI Architect,211500,US,0,US,2
384,2025,4,FT,Engineer,354600,US,0,US,2
385,2025,4,FT,Engineer,179300,US,0,US,2
386,2025,3,FT,Data Engineer,67215,GB,0,GB,2
387,2025,3,FT,Data Engineer,60493,GB,0,GB,2
388,2025,3,FT,Data Engineer,98400,CA,0,CA,2
389,2025,3,FT,Data Engineer,65600,CA,0,CA,2
390,2025,2,FT,Manager,94936,GB,0,GB,2
391,2025,2,FT,Manager,88607,GB,0,GB,2
392,2025,3,FT,Software Engineer,195903,US,0,US,2
393,2025,3,FT,Software Engineer,160284,US,0,US,2
394,2025,2,FT,Cloud Engineer,100714,CA,0,CA,2
395,2025,2,FT,Cloud Engineer,62857,CA,0,CA,2
396,2025,3,FT,Manager,179600,US,100,US,2
397,2025,3,FT,Manager,148230,US,100,US,2
398,2025,2,FT,Data Specialist,58484,NL,0,NL,2
399,2025,2,FT,Data Specialist,44715,NL,0,NL,2
400,2025,2,FT,Manager,150000,US,0,US,2
401,2025,2,FT,Manager,120000,US,0,US,2
404,2025,2,FT,Data Analyst,100000,US,0,US,2
406,2025,3,FT,Analyst,95000,US,0,US,2
407,2025,3,FT,Analyst,90000,US,0,US,2
408,2025,3,FT,Machine Learning Engineer,150000,US,0,US,2
409,2025,3,FT,Machine Learning Engineer,130000,US,0,US,2
410,2025,3,FT,Manager,277000,US,0,US,2
411,2025,3,FT,Manager,170000,US,0,US,2
412,2025,3,FT,Engineer,155000,US,100,US,2
413,2025,3,FT,Engineer,125000,US,100,US,2
414,2025,3,FT,Site Reliability Engineer,198750,US,0,US,2
415,2025,3,FT,Site Reliability Engineer,142500,US,0,US,2
416,2025,3,FT,Product Manager,210000,US,100,US,2
417,2025,3,FT,Product Manager,170000,US,100,US,2
418,2025,3,FT,Machine Learning Engineer,322000,US,100,US,2
419,2025,3,FT,Machine Learning Engineer,230000,US,100,US,2
420,2025,3,FT,Data Scientist,231000,CA,0,CA,2
421,2025,3,FT,Data Scientist,168000,CA,0,CA,2
422,2025,3,FT,Data Scientist,264000,US,0,US,2
423,2025,3,FT,Data Scientist,192000,US,0,US,2
424,2025,3,FT,Software Engineer,139285,CA,0,CA,2
425,2025,3,FT,Software Engineer,114285,CA,0,CA,2
426,2025,3,FT,Data Architect,204000,US,0,US,2
427,2025,3,FT,Data Architect,143700,US,0,US,2
428,2025,2,FT,Power BI Specialist,120000,US,100,US,2
429,2025,2,FT,Power BI Specialist,90000,US,100,US,2
430,2025,3,FT,Analytics Engineer,120000,US,100,US,2
431,2025,3,FT,Analytics Engineer,100000,US,100,US,2
432,2025,2,FT,Analytics Engineer,56962,GB,0,GB,2
433,2025,2,FT,Analytics Engineer,44303,GB,0,GB,2
434,2025,3,FT,Engineer,190000,US,100,US,2
435,2025,3,FT,Engineer,160000,US,100,US,2
436,2025,3,FT,Data Engineer,148000,US,0,US,2
437,2025,3,FT,Data Engineer,133784,US,0,US,2
438,2025,2,FT,Manager,500000,US,0,US,2
439,2025,2,FT,Manager,100000,US,0,US,2
440,2025,2,FT,Software Engineer,183000,US,0,US,2
441,2025,2,FT,Software Engineer,150000,US,0,US,2
442,2025,2,FT,Software Engineer,178000,US,0,US,2
443,2025,2,FT,Software Engineer,146000,US,0,US,2
444,2025,3,FT,Data Engineer,125000,US,100,US,2
445,2025,3,FT,Data Engineer,105000,US,100,US,2
446,2025,2,FT,Data Engineer,145000,US,0,US,2
447,2025,2,FT,Data Engineer,116000,US,0,US,2
448,2025,3,FT,Data Analyst,161400,US,100,US,2
449,2025,3,FT,Data Analyst,113000,US,100,US,2
450,2025,2,FT,Data Analyst,174000,US,100,US,2
451,2025,2,FT,Data Analyst,113000,US,100,US,2
452,2025,3,FT,Data Analytics Lead,175000,US,100,US,2
453,2025,3,FT,Data Analytics Lead,100000,US,100,US,2
454,2025,1,FT,Business Analyst,23621,US,0,US,3
456,2025,3,FT,Data Analyst,145000,US,100,US,2
458,2025,2,FT,BI Developer,31578,SK,0,SK,2
460,2025,2,FT,Applied Scientist,260000,US,0,US,3
461,2025,2,FT,Applied Scientist,150400,US,0,US,3
462,2025,2,FT,Applied Scientist,212800,US,0,US,3
463,2025,2,FT,Applied Scientist,129400,US,0,US,3
464,2025,3,FT,Associate,275000,US,0,US,2
466,2025,3,FT,Product Manager,160000,US,0,US,2
467,2025,3,FT,Product Manager,110000,US,0,US,2
468,2025,3,FT,Software Engineer,230000,US,0,US,2
469,2025,3,FT,Software Engineer,170400,US,0,US,2
470,2025,3,FT,Site Reliability Engineer,198440,US,100,US,2
471,2025,3,FT,Site Reliability Engineer,116100,US,100,US,2
472,2025,3,FT,Software Engineer,255112,US,100,US,2
473,2025,3,FT,Software Engineer,194852,US,100,US,2
474,2025,3,FT,Software Engineer,275000,US,0,US,2
476,2025,3,FT,Data Scientist,203000,CA,0,CA,2
477,2025,3,FT,Data Scientist,128300,CA,0,CA,2
478,2025,2,FT,Associate,140000,US,0,US,2
479,2025,2,FT,Associate,120000,US,0,US,2
480,2025,3,FT,Analytics Lead,220000,US,100,US,2
481,2025,3,FT,Analytics Lead,140000,US,100,US,2
482,2025,3,FT,Quantitative Researcher,256000,US,100,US,2
483,2025,3,FT,Quantitative Researcher,160000,US,100,US,2
484,2025,3,FT,Engineer,181500,US,0,US,2
485,2025,3,FT,Engineer,142000,US,0,US,2
486,2025,2,FT,Manager,160000,US,0,US,2
487,2025,2,FT,Manager,128000,US,0,US,2
488,2025,3,FT,Software Engineer,317880,US,0,US,2
489,2025,3,FT,Software Engineer,211920,US,0,US,2
490,2025,2,FT,Other,190000,US,0,US,2
491,2025,2,FT,Other,160000,US,0,US,2
492,2025,2,FT,Product Manager,120000,US,0,US,2
493,2025,2,FT,Product Manager,110000,US,0,US,2
494,2025,3,FT,Engineer,227000,US,0,US,2
495,2025,3,FT,Engineer,173000,US,0,US,2
496,2025,4,FT,Director of Product Management,325000,US,0,US,2
497,2025,4,FT,Director of Product Management,250000,US,0,US,2
498,2025,3,FT,Engineer,360000,US,0,US,2
500,2025,3,FT,Machine Learning Engineer,355500,US,0,US,2
501,2025,3,FT,Machine Learning Engineer,195000,US,0,US,2
502,2025,2,FT,Research Scientist,160000,US,0,US,2
503,2025,2,FT,Research Scientist,131000,US,0,US,2
504,2025,3,FT,Business Intelligence Developer,233800,US,0,US,2
505,2025,3,FT,Business Intelligence Developer,106300,US,0,US,2
506,2025,3,FT,Business Intelligence Developer,268900,US,0,US,2
507,2025,3,FT,Business Intelligence Developer,122200,US,0,US,2
510,2025,3,FT,Manager,200000,US,0,US,2
511,2025,3,FT,Manager,160000,US,0,US,2
514,2025,3,FT,Data Scientist,155000,US,0,US,2
515,2025,3,FT,Data Scientist,119600,US,0,US,2
516,2025,3,FT,Data Scientist,210000,US,100,US,2
517,2025,3,FT,Data Scientist,178500,US,100,US,2
518,2025,3,FT,AI Engineer,275000,US,0,US,2
519,2025,3,FT,AI Engineer,220000,US,0,US,2
521,2025,3,FT,Analyst,88100,US,0,US,2
522,2025,1,FT,Power BI,86825,US,0,US,2
523,2025,1,FT,Power BI,64175,US,0,US,2
524,2025,2,FT,Developer,189175,US,0,US,2
525,2025,2,FT,Developer,104650,US,0,US,2
526,2025,3,FT,Data Engineer,125000,CA,0,CA,2
527,2025,3,FT,Data Engineer,115000,CA,0,CA,2
528,2025,2,FT,Data Engineer,140000,CA,0,CA,2
529,2025,2,FT,Data Engineer,100000,CA,0,CA,2
