,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
55612,2024,1,FT,Stage,33409,CH,0,CH,2
55618,2024,3,FT,Software Engineer,389500,US,0,US,2
55619,2024,3,FT,Software Engineer,212800,US,0,US,2
55620,2024,2,FT,Research Scientist,239000,US,0,US,2
55622,2024,1,FT,Software Development Engineer,183600,US,0,US,2
55623,2024,1,FT,Software Development Engineer,121900,US,0,US,2
55628,2024,3,FT,Engineer,183600,US,0,US,2
55634,2024,3,FT,Engineering Manager,360200,US,0,US,2
55635,2024,3,FT,Engineering Manager,208300,US,0,US,2
55637,2024,3,FT,Manager,123000,US,0,US,2
55638,2024,3,FT,Software Engineer,136175,US,0,US,2
55639,2024,3,FT,Software Engineer,85247,US,0,US,2
55640,2024,3,FT,Software Developer,250600,US,0,US,2
55641,2024,3,FT,Software Developer,135400,US,0,US,2
55645,2024,2,FT,Software Engineer,262822,US,0,US,2
55646,2024,2,FT,Software Engineer,248700,US,0,US,2
55647,2024,2,FT,Software Engineer,136300,US,0,US,2
55652,2024,2,FT,Software Engineer,211484,US,0,US,2
55656,2024,3,FT,Data Architect,174500,US,100,US,2
55657,2024,3,FT,Data Architect,126800,US,100,US,2
55659,2024,2,FT,Data Scientist,72000,US,0,US,2
55660,2024,3,FT,Data Scientist,149820,US,0,US,2
55661,2024,3,FT,Data Scientist,89180,US,0,US,2
55662,2024,3,FT,Data Scientist,207980,US,0,US,2
55663,2024,3,FT,Data Scientist,123810,US,0,US,2
55666,2024,2,FT,Data Engineer,96000,US,0,US,2
55667,2024,2,FT,Data Engineer,48000,US,0,US,2
55668,2024,3,FT,Data Analyst,69230,CA,0,CA,2
55669,2024,3,FT,Data Analyst,61538,CA,0,CA,2
55670,2024,2,FT,Data Analyst,92999,US,0,US,2
55671,2024,2,FT,Data Analyst,71500,US,0,US,2
55672,2024,2,FT,Manager,92560,US,100,US,2
55676,2024,2,FT,Engineer,163000,US,0,US,2
55677,2024,2,FT,Engineer,77000,US,0,US,2
55678,2024,4,FT,Software Engineer,214500,US,0,US,2
55679,2024,4,FT,Software Engineer,157500,US,0,US,2
55682,2024,3,FT,Associate,195000,US,0,US,2
55683,2024,3,FT,Associate,130500,US,0,US,2
55688,2024,3,FT,Consultant,209000,US,100,US,2
55689,2024,3,FT,Consultant,101000,US,100,US,2
55691,2024,2,FT,Software Engineer,88500,US,0,US,2
55700,2024,3,FT,Consultant,92560,US,100,US,2
55702,2024,2,FT,Manager,162955,US,0,US,2
55703,2024,2,FT,Manager,99190,US,0,US,2
55705,2024,3,FT,AI Engineer,147000,US,0,US,2
55706,2024,3,FT,Data Engineer,222500,US,0,US,2
55708,2024,3,FT,Platform Engineer,228800,US,0,US,2
55709,2024,3,FT,Platform Engineer,141400,US,0,US,2
55710,2024,3,FT,Data Analyst,220842,US,100,US,2
55711,2024,3,FT,Data Analyst,92036,US,100,US,2
55712,2024,3,FT,Decision Scientist,160000,US,0,US,2
55713,2024,3,FT,Decision Scientist,90000,US,0,US,2
55722,2024,3,FT,Data Scientist,222300,US,0,US,2
55723,2024,3,FT,Data Scientist,119700,US,0,US,2
55724,2024,2,FT,Data Manager,187352,US,0,US,2
55725,2024,2,FT,Data Manager,132710,US,0,US,2
55728,2024,2,FT,Business Intelligence Developer,138000,US,0,US,2
55729,2024,2,FT,Business Intelligence Developer,76000,US,0,US,2
55732,2024,2,FT,Software Engineer,50000,LT,0,LT,2
55734,2024,3,FT,Engineer,183300,US,0,US,2
55735,2024,3,FT,Engineer,101400,US,0,US,2
55736,2024,3,FT,Software Developer,172400,US,0,US,2
55737,2024,3,FT,Software Developer,82100,US,0,US,2
55738,2024,3,FT,Consultant,212000,US,0,US,2
55739,2024,3,FT,Consultant,127200,US,0,US,2
55744,2024,3,FT,Software Engineer,199800,US,0,US,2
55749,2024,3,FT,Software Engineer,98240,US,0,US,2
55752,2024,2,FT,Engineer,339250,US,0,US,2
55755,2024,3,FT,Analyst,43700,US,0,US,2
55762,2024,3,FT,Data Analytics Lead,192500,US,0,US,2
55763,2024,3,FT,Data Analytics Lead,141523,US,0,US,2
55769,2024,2,FT,Data Scientist,80000,US,100,US,2
55770,2024,2,FT,Manager,234240,US,0,US,2
55771,2024,2,FT,Manager,156160,US,0,US,2
55772,2024,3,FT,Consultant,152000,US,0,US,2
55773,2024,3,FT,Consultant,142000,US,0,US,2
55774,2024,2,FT,Data Engineer,123600,US,0,US,2
55775,2024,2,FT,Data Engineer,61800,US,0,US,2
55776,2024,3,FT,Machine Learning Engineer,325200,US,0,US,2
55777,2024,3,FT,Machine Learning Engineer,170900,US,0,US,2
55778,2024,3,FT,Data Architect,161800,US,0,US,2
55779,2024,3,FT,Data Architect,97100,US,0,US,2
55780,2024,3,FT,ML Infrastructure Engineer,234200,US,0,US,2
55781,2024,3,FT,ML Infrastructure Engineer,124000,US,0,US,2
55782,2024,3,FT,AI Architect,300000,US,0,US,2
55784,2024,4,FT,Product Manager,254965,US,0,US,2
55785,2024,4,FT,Product Manager,169977,US,0,US,2
55789,2024,3,FT,Software Engineer,155605,US,0,US,2
55794,2024,1,FT,Data Engineer,72000,US,0,US,2
55798,2024,1,FT,Data Analyst,125000,FR,0,FR,2
55799,2024,1,FT,Data Analyst,97222,FR,0,FR,2
55816,2024,2,FT,Product Manager,183800,US,100,US,2
55817,2024,2,FT,Product Manager,153200,US,100,US,2
55818,2024,2,FT,Software Engineer,165200,US,0,US,2
55821,2024,2,FT,Data Engineer,95300,US,100,US,2
55827,2024,3,FT,Data Engineer,111000,US,0,US,2
55832,2024,3,FT,Data Engineer,102147,CA,0,CA,2
55833,2024,3,FT,Data Engineer,79874,CA,0,CA,2
55836,2024,4,FT,Head of AI,200000,US,0,US,2
55837,2024,4,FT,Head of AI,170000,US,0,US,2
55841,2024,2,FT,Data Scientist,158400,US,0,US,2
55842,2024,3,FT,Data Scientist,67668,GB,0,GB,2
55843,2024,3,FT,Data Scientist,65073,GB,0,GB,2
55844,2024,2,FT,Data Scientist,185000,US,100,US,2
55845,2024,2,FT,Data Scientist,165000,US,100,US,2
55848,2024,2,FT,AI Specialist,120000,US,0,US,2
55849,2024,2,FT,AI Specialist,100000,US,0,US,2
55850,2024,3,FT,Engineer,245000,US,0,US,2
55854,2024,2,FT,Software Engineer,221000,US,0,US,2
55855,2024,2,FT,Software Engineer,147000,US,0,US,2
55858,2024,1,FT,Analyst,70500,US,0,US,2
55859,2024,1,FT,Analyst,58750,US,0,US,2
55860,2024,3,FT,Machine Learning Engineer,203100,US,0,US,2
55862,2024,2,FT,Software Engineer,153400,US,0,US,2
55863,2024,2,FT,Software Engineer,122700,US,0,US,2
55867,2024,1,FT,Analyst,140000,US,100,US,2
55868,2024,2,CT,Manager,50000,GB,100,GB,2
55869,2024,2,CT,Manager,45000,GB,100,GB,2
55870,2024,2,FT,Manager,124000,US,0,US,2
55871,2024,2,FT,Manager,86800,US,0,US,2
55872,2024,1,FT,Data Integrity Analyst,86000,US,0,US,2
55873,2024,1,FT,Data Integrity Analyst,45500,US,0,US,2
55875,2024,1,FT,Data Analyst,114000,US,0,US,2
55878,2024,2,FT,Data Analyst,97000,US,100,US,2
55882,2024,1,FT,Data Analyst,25000,US,100,US,2
55885,2024,3,FT,Data Analyst,110409,US,0,US,2
55886,2024,3,FT,Data Analyst,73613,US,0,US,2
55891,2024,2,FT,Product Manager,167000,US,100,US,2
55893,2024,1,FT,Data Reporting Analyst,53000,US,0,US,2
55894,2024,1,FT,Data Reporting Analyst,50000,US,0,US,2
55895,2024,3,FT,Product Manager,255500,US,0,US,2
55896,2024,3,FT,Product Manager,204500,US,0,US,2
55900,2024,3,FT,Manager,185000,US,0,US,2
55901,2024,3,FT,Software Engineer,242000,CA,0,CA,2
55902,2024,3,FT,Software Engineer,141000,CA,0,CA,2
55913,2024,3,FT,Product Manager,130500,US,0,US,2
55940,2024,3,FT,Software Development Engineer,93333,LV,0,LV,2
55941,2024,3,FT,Software Development Engineer,53333,LV,0,LV,2
55942,2024,1,FT,Engineer,200000,US,0,US,2
55946,2024,3,FT,Software Engineer,235000,AU,0,AU,2
55947,2024,3,FT,Software Engineer,175000,AU,0,AU,2
55950,2024,2,FT,Engineer,97000,US,100,US,2
55954,2024,2,FT,Manager,166000,US,100,US,2
55955,2024,2,FT,Manager,124000,US,100,US,2
55956,2024,3,FT,Data Engineer,292700,US,0,US,2
55957,2024,3,FT,Data Engineer,175700,US,0,US,2
55960,2024,3,FT,Data Infrastructure Engineer,312200,US,0,US,2
55961,2024,3,FT,Data Infrastructure Engineer,175800,US,0,US,2
55962,2024,3,FT,AI Engineer,126444,IE,0,IE,2
55963,2024,3,FT,AI Engineer,75888,IE,0,IE,2
55964,2024,3,FT,Data Scientist,234900,US,100,US,2
55965,2024,3,FT,Data Scientist,147100,US,100,US,2
55966,2024,3,FT,Data Architect,154960,US,100,US,2
55967,2024,3,FT,Data Architect,86320,US,100,US,2
55968,2024,3,FT,Data Architect,169520,US,100,US,2
55969,2024,3,FT,Data Architect,94640,US,100,US,2
55971,2024,2,FT,Manager,95300,US,0,US,2
55972,2024,3,FT,AI Product Manager,242400,US,0,US,2
55973,2024,3,FT,AI Product Manager,145400,US,0,US,2
55974,2024,3,FT,Data Engineer,176770,US,100,US,2
55975,2024,3,FT,Data Engineer,144630,US,100,US,2
55976,2024,1,FT,Data Governance Analyst,113400,CA,0,CA,2
55977,2024,1,FT,Data Governance Analyst,68000,CA,0,CA,2
55978,2024,1,FT,Data Governance Analyst,91000,IE,0,IE,2
55979,2024,1,FT,Data Governance Analyst,54555,IE,0,IE,2
55980,2024,3,FT,Data Operations Analyst,180000,US,0,US,2
55981,2024,3,FT,Data Operations Analyst,108000,US,0,US,2
55982,2024,1,FT,Analyst,139360,US,100,US,2
55983,2024,1,FT,Analyst,78000,US,100,US,2
55984,2024,3,FT,Engineer,160160,US,100,US,2
55985,2024,3,FT,Engineer,131040,US,100,US,2
55987,2024,2,FT,Product Manager,114500,US,0,US,2
55988,2024,2,FT,Data Analytics Specialist,116500,US,0,US,2
55990,2024,1,FT,Data Analyst,165600,US,0,US,2
55991,2024,1,FT,Data Analyst,116646,US,0,US,2
55996,2024,3,FT,Data Scientist,139360,US,0,US,2
55997,2024,3,FT,Data Scientist,86840,US,0,US,2
55999,2024,2,FT,Data Scientist,186846,US,0,US,2
56000,2024,3,FT,Data Scientist,191200,US,0,US,2
56001,2024,3,FT,Data Scientist,163202,US,0,US,2
56003,2024,3,FT,Data Engineer,138200,US,0,US,2
56004,2024,1,FT,Business Intelligence Analyst,160000,US,0,US,2
56005,2024,1,FT,Business Intelligence Analyst,116646,US,0,US,2
56008,2024,2,FT,Software Development Engineer,158400,US,0,US,2
56009,2024,2,FT,Software Development Engineer,91800,US,0,US,2
56012,2024,1,FT,Business Analyst,118765,US,100,US,2
56013,2024,1,FT,Business Analyst,69862,US,100,US,2
56017,2024,3,FT,Data Analyst,89250,US,0,US,2
56018,2024,2,FT,Manager,145215,US,0,US,2
56019,2024,2,FT,Manager,106400,US,0,US,2
56020,2024,1,PT,Data Analyst,68000,US,100,US,2
56022,2024,2,FT,Software Engineer,144600,US,0,US,2
56030,2024,3,FT,AI Engineer,101777,DE,0,DE,2
56031,2024,3,FT,AI Engineer,84111,DE,0,DE,2
56034,2024,2,FT,Machine Learning Engineer,127500,GB,0,GB,2
56035,2024,2,FT,Machine Learning Engineer,85000,GB,0,GB,2
56036,2024,2,FT,Data Scientist,104650,US,0,US,2
56038,2024,2,PT,Data Scientist,72000,US,100,US,2
56039,2024,2,PT,Data Scientist,60000,US,100,US,2
56040,2024,3,FT,Data Product Manager,150000,US,100,US,2
56041,2024,3,FT,Data Product Manager,113000,US,100,US,2
56042,2024,2,PT,Associate,90000,US,0,US,2
56043,2024,2,PT,Associate,80000,US,0,US,2
56048,2024,3,FT,Analyst,181800,US,0,US,2
56049,2024,3,FT,Analyst,121200,US,0,US,2
56050,2024,3,FT,Manager,287500,US,0,US,2
56051,2024,3,FT,Manager,175000,US,0,US,2
56054,2024,3,FT,Manager,212160,US,0,US,2
56055,2024,3,FT,Manager,141440,US,0,US,2
56059,2024,3,FT,Data Scientist,90000,US,100,US,2
56068,2024,3,FT,Engineer,135000,CA,0,CA,2
56069,2024,3,FT,Engineer,100000,CA,0,CA,2
56071,2024,3,FT,Engineer,187094,US,0,US,2
56078,2024,3,FT,Software Engineer,304000,US,100,US,2
56079,2024,3,FT,Software Engineer,244000,US,100,US,2
56080,2024,2,FT,Product Designer,110000,US,100,US,2
56081,2024,2,FT,Product Designer,85000,US,100,US,2
56098,2024,3,FT,Data Engineer,65000,GB,0,GB,2
56103,2024,3,FT,Machine Learning Engineer,175000,US,0,US,2
56104,2024,2,FT,Manager,296500,US,0,US,2
56108,2024,3,FT,Manager,227000,US,0,US,2
56110,2024,3,FT,Engineer,289400,US,100,US,2
56111,2024,3,FT,Engineer,206700,US,100,US,2
56114,2024,3,FT,Data Analyst,240000,US,100,US,2
56116,2024,1,FT,Data Analyst,69500,US,0,US,2
56117,2024,1,FT,Data Analyst,52500,US,0,US,2
56122,2024,3,FT,Product Manager,215000,CA,0,CA,2
56123,2024,3,FT,Product Manager,175000,CA,0,CA,2
56124,2024,2,FT,Engineering Manager,530000,US,0,US,2
56125,2024,2,FT,Engineering Manager,440000,US,0,US,2
56133,2024,2,FT,Data Scientist,31187,GB,0,GB,2
56137,2024,3,FT,Analytics Engineer,275000,US,0,US,2
56153,2024,3,FT,Research Engineer,360000,US,0,US,2
56155,2024,3,FT,Engineering Manager,288000,US,0,US,2
56156,2024,3,FT,Engineering Manager,192000,US,0,US,2
56157,2024,3,FT,Software Engineer,193200,CA,0,CA,2
56158,2024,3,FT,Software Engineer,133400,CA,0,CA,2
56161,2024,3,FT,Software Engineer,213150,US,0,US,2
56162,2024,3,FT,Software Engineer,140230,US,0,US,2
56163,2024,3,FT,Research Engineer,190000,US,0,US,2
56169,2024,2,FT,Software Developer,150000,US,0,US,2
56170,2024,2,FT,Software Developer,90490,US,0,US,2
56171,2024,2,FT,Cloud Engineer,170000,US,0,US,2
56172,2024,2,FT,Cloud Engineer,111662,US,0,US,2
56173,2024,2,FT,Software Engineer,80000,US,0,US,2
56176,2024,2,FT,Engineer,78877,US,0,US,2
56179,2024,2,FT,Analyst,95000,US,100,US,2
56180,2024,2,FT,Analyst,75000,US,100,US,2
56181,2024,3,FT,Business Intelligence Analyst,158000,US,100,US,2
56182,2024,3,FT,Business Intelligence Analyst,86000,US,100,US,2
56183,2024,3,FT,Business Intelligence Analyst,119000,CA,100,CA,2
56184,2024,3,FT,Business Intelligence Analyst,73000,CA,100,CA,2
56191,2024,1,FT,Software Developer,31187,GB,0,GB,2
56193,2024,3,FT,DevOps Engineer,94444,FR,0,FR,2
56194,2024,3,FT,DevOps Engineer,83333,FR,0,FR,2
56195,2024,2,PT,AI Lead,70000,PK,50,PK,1
56196,2024,2,FT,Data Scientist,135000,US,100,US,2
56197,2024,2,FT,Data Scientist,108000,US,100,US,2
56200,2024,3,FT,Product Manager,66666,AT,0,AT,2
56218,2024,3,FT,Solution Architect,266450,US,0,US,2
56219,2024,3,FT,Solution Architect,177700,US,0,US,2
56220,2024,3,FT,Applied Scientist,315000,US,100,US,2
56221,2024,3,FT,Applied Scientist,285000,US,100,US,2
56222,2024,2,FT,Engineering Manager,305900,US,100,US,2
56223,2024,2,FT,Engineering Manager,203900,US,100,US,2
56224,2024,2,FT,Data Specialist,50470,US,0,US,2
56229,2024,3,FT,Software Engineer,226000,US,0,US,2
56234,2024,2,FT,Platform Engineer,230000,CA,100,CA,2
56235,2024,2,FT,Platform Engineer,152000,CA,100,CA,2
56239,2024,2,FT,Data Scientist,24000,US,0,US,2
56244,2024,1,FT,Data Analyst,140663,US,0,US,2
56245,2024,1,FT,Data Analyst,84398,US,0,US,2
56246,2024,3,FT,Data Analyst,70000,CA,0,CA,2
56251,2024,1,FT,Machine Learning Engineer,112000,US,0,US,2
56252,2024,1,FT,Machine Learning Engineer,139650,US,0,US,2
56253,2024,1,FT,Machine Learning Engineer,104500,US,0,US,2
56256,2024,2,FT,Software Engineer,174600,US,0,US,2
56257,2024,2,FT,Software Engineer,116400,US,0,US,2
56259,2024,2,FT,Data Engineer,116000,US,0,US,2
56260,2024,2,FT,Data Scientist,332000,US,0,US,2
56261,2024,2,FT,Data Scientist,153000,US,0,US,2
56279,2024,3,FT,Data Engineer,70500,US,100,US,2
56280,2024,3,FT,Backend Engineer,236250,US,0,US,2
56281,2024,3,FT,Backend Engineer,135000,US,0,US,2
56282,2024,3,FT,Full Stack Engineer,236250,US,0,US,2
56283,2024,3,FT,Full Stack Engineer,135000,US,0,US,2
56284,2024,1,FT,Consultant,142300,US,0,US,2
56285,2024,1,FT,Consultant,94900,US,0,US,2
56288,2024,2,FT,Associate,216600,US,0,US,2
56289,2024,2,FT,Associate,144400,US,0,US,2
56292,2024,2,FT,Data Analyst,142875,US,0,US,2
56293,2024,2,FT,Data Analyst,91440,US,0,US,2
56296,2024,4,FT,Engineer,312200,US,0,US,2
56297,2024,4,FT,Engineer,175800,US,0,US,2
56302,2024,2,FT,Engineer,145800,US,0,US,2
56303,2024,2,FT,Engineer,83300,US,0,US,2
56304,2024,3,FT,Research Scientist,276000,US,100,US,2
56305,2024,3,FT,Research Scientist,148000,US,100,US,2
56306,2024,3,FT,Engineer,374000,US,100,US,2
56307,2024,3,FT,Engineer,220000,US,100,US,2
56312,2024,2,FT,Data Scientist,87558,US,0,US,2
56313,2024,2,FT,Data Scientist,47586,US,0,US,2
56320,2024,3,FT,Analytics Engineer,173000,US,100,US,2
56321,2024,3,FT,Analytics Engineer,102000,US,100,US,2
56328,2024,2,FT,Engineer,147900,US,0,US,2
56329,2024,2,FT,Engineer,72200,US,0,US,2
56332,2024,3,FT,Solutions Architect,339250,US,0,US,2
56340,2024,2,FT,Data Scientist,137000,US,0,US,2
56341,2024,2,FT,Data Scientist,60300,US,0,US,2
56342,2024,3,FT,Data Engineer,248000,US,100,US,2
56344,2024,1,FT,Data Management Analyst,80000,US,0,US,2
56348,2024,3,FT,Other,120000,US,50,US,3
56349,2024,1,FT,Data Manager,67253,FR,0,FR,2
56351,2024,3,FT,Product Manager,246000,US,0,US,3
56352,2024,3,FT,Product Manager,163000,US,0,US,3
56353,2024,2,FT,Product Manager,292000,US,0,US,3
56354,2024,2,FT,Product Manager,194000,US,0,US,3
56357,2024,3,FT,Data Scientist,198065,US,0,US,2
56367,2024,3,FT,Data Lead,196000,US,100,US,2
56368,2024,3,FT,Data Lead,122000,US,100,US,2
56369,2024,3,FT,Analyst,149500,US,0,US,2
56370,2024,3,FT,Analyst,92000,US,0,US,2
56373,2024,3,FT,Analyst,101700,US,0,US,2
56374,2024,3,FT,Analyst,60800,US,0,US,2
56375,2024,1,FT,Analyst,86600,US,0,US,2
56376,2024,1,FT,Analyst,51700,US,0,US,2
56377,2024,3,FT,Software Engineer,145000,CA,0,CA,2
56378,2024,3,FT,Software Engineer,66700,CA,0,CA,2
56381,2024,2,FT,Data Engineer,144000,US,0,US,3
56382,2024,2,FT,Data Engineer,96000,US,0,US,3
56383,2024,2,FT,Data Engineer,80826,NL,0,NL,2
56384,2024,2,FT,Data Engineer,57066,NL,0,NL,2
56385,2024,1,FT,Data Analyst,43000,US,0,US,2
56389,2024,3,FT,Engineer,74444,ES,100,ES,2
56390,2024,3,FT,Engineer,66666,ES,100,ES,2
56399,2024,3,FT,Research Scientist,340100,US,0,US,2
56400,2024,3,FT,Research Scientist,199500,US,0,US,2
56405,2024,3,FT,Software Engineer,44444,LT,0,LT,2
56409,2024,2,FT,Manager,152375,US,0,US,2
56410,2024,2,FT,Manager,94000,US,0,US,2
56411,2024,2,FT,Manager,194600,US,0,US,2
56412,2024,2,FT,Manager,116200,US,0,US,2
56413,2024,3,FT,Analyst,188000,US,0,US,2
56414,2024,3,FT,Analyst,118000,US,0,US,2
56415,2024,1,FT,Analyst,76250,US,0,US,2
56417,2024,1,FT,Analyst,58800,CA,0,CA,2
56418,2024,1,FT,Analyst,46800,CA,0,CA,2
56423,2024,1,FT,DevOps Engineer,94386,NL,0,NL,2
56424,2024,1,FT,DevOps Engineer,66066,NL,0,NL,2
56425,2024,3,FT,Manager,155295,US,0,US,2
56426,2024,3,FT,Manager,103500,US,0,US,2
56428,2024,3,FT,Data Engineer,135000,US,100,US,2
56435,2024,2,FT,Manager,179100,US,100,US,2
56436,2024,2,FT,Manager,132500,US,100,US,2
56437,2024,3,FT,Manager,171210,CA,0,CA,2
56438,2024,3,FT,Manager,92190,CA,0,CA,2
56441,2024,3,FT,Manager,310700,US,0,US,2
56443,2024,3,FT,Analyst,239300,US,0,US,2
56444,2024,3,FT,Analyst,143600,US,0,US,2
56446,2024,3,FT,Software Engineer,65200,US,0,US,2
56449,2024,3,FT,Data Scientist,77500,GB,0,GB,2
56453,2024,2,FT,Data Scientist,188000,US,0,US,2
56454,2024,2,FT,Data Scientist,89500,US,0,US,2
56455,2024,4,FT,Manager,118680,US,0,US,2
56456,2024,4,FT,Manager,79120,US,0,US,2
56457,2024,4,FT,Data Analytics Manager,194760,US,0,US,2
56458,2024,4,FT,Data Analytics Manager,129840,US,0,US,2
56459,2024,2,FT,Data Analyst,86940,US,0,US,2
56460,2024,2,FT,Data Analyst,66000,US,0,US,2
56463,2024,3,FT,Data Analyst,182400,US,0,US,2
56465,2024,4,FT,Data Analyst,115920,US,0,US,2
56466,2024,4,FT,Data Analyst,77280,US,0,US,2
56467,2024,3,FT,Statistical Programmer,218000,US,100,US,2
56468,2024,3,FT,Statistical Programmer,106200,US,100,US,2
56471,2024,3,FT,Data Architect,295000,US,0,US,2
56472,2024,3,FT,Data Architect,158800,US,0,US,2
56473,2024,3,FT,Software Engineer,234200,US,0,US,2
56475,2024,3,FT,Data Analyst,112061,US,0,US,2
56476,2024,3,FT,Data Analyst,91686,US,0,US,2
56477,2024,3,FT,Manager,212500,US,100,US,2
56478,2024,3,FT,Manager,145000,US,100,US,2
56479,2024,1,FT,Data Engineer,160000,US,0,US,2
56480,2024,1,FT,Data Engineer,80000,US,0,US,2
56481,2024,3,FT,Data Engineer,260000,US,0,US,2
56491,2024,3,FT,Software Engineer,163977,US,0,US,2
56492,2024,3,FT,Software Engineer,76119,US,0,US,2
56493,2024,3,FT,Engineer,257336,US,0,US,2
56494,2024,3,FT,Engineer,144345,US,0,US,2
56495,2024,2,FT,Associate,235100,GB,100,GB,2
56496,2024,2,FT,Associate,149400,GB,100,GB,2
56498,2024,1,FT,Engineer,73200,US,0,US,2
56499,2024,3,FT,Engineer,261500,US,100,US,2
56500,2024,3,FT,Engineer,110000,US,100,US,2
56501,2024,2,FT,Systems Engineer,137000,US,0,US,2
56502,2024,2,FT,Systems Engineer,60400,US,0,US,2
56507,2024,1,FT,Business Intelligence,105500,US,100,US,2
56508,2024,1,FT,Business Intelligence,39600,US,100,US,2
56509,2024,3,FT,Research Analyst,224000,US,100,US,2
56510,2024,3,FT,Research Analyst,147000,US,100,US,2
56511,2024,1,FT,Software Engineer,60000,US,0,US,2
56512,2024,1,FT,Software Engineer,52000,US,0,US,2
56517,2024,2,FT,Engineer,132250,US,0,US,2
56518,2024,2,FT,Engineer,97750,US,0,US,2
56520,2024,2,FT,Manager,68000,US,0,US,2
56523,2024,2,FT,Engineer,83217,JP,0,JP,2
56524,2024,2,FT,Engineer,41608,JP,0,JP,2
56525,2024,2,FT,Manager,85000,US,0,US,2
56527,2024,3,FT,Lead Engineer,165000,US,0,US,2
56528,2024,3,FT,Lead Engineer,115000,US,0,US,2
56529,2024,2,FT,Manager,101000,US,100,US,3
56530,2024,2,FT,Manager,47500,US,100,US,3
56531,2024,4,FT,Master Data Management,220000,US,0,US,2
56532,2024,4,FT,Master Data Management,205000,US,0,US,2
56537,2024,1,FT,Data Analyst,234900,US,0,US,2
56538,2024,1,FT,Data Analyst,113500,US,0,US,2
56543,2024,2,FT,Research Scientist,185000,US,0,US,2
56551,2024,2,FT,Software Engineer,205000,US,0,US,2
56560,2024,3,FT,Software Engineer,181145,US,0,US,2
56567,2024,2,FT,Data Scientist,129450,US,0,US,2
56568,2024,2,FT,Data Scientist,103600,US,0,US,2
56570,2024,3,FT,Data Scientist,159000,US,0,US,2
56573,2024,1,FT,Data Analyst,130553,US,0,US,2
56574,2024,1,FT,Data Analyst,110970,US,0,US,2
56579,2024,3,FT,Analytics Engineer,250000,US,0,US,2
56583,2024,3,FT,Data Engineer,336001,US,100,US,2
56584,2024,3,FT,Data Engineer,201601,US,100,US,2
56589,2024,3,FT,Data Engineer,239000,US,100,US,2
56590,2024,3,FT,Data Engineer,191000,US,100,US,2
56591,2024,2,FT,Data Engineer,156250,GB,0,GB,2
56592,2024,2,FT,Data Engineer,140625,GB,0,GB,2
56600,2024,2,FT,Consultant,118000,US,0,US,2
56605,2024,3,FT,Engineer,66666,LT,0,LT,2
56606,2024,3,FT,Engineer,61106,LT,0,LT,2
56607,2024,3,FT,Software Engineer,215000,CA,100,CA,2
56608,2024,3,FT,Software Engineer,180000,CA,100,CA,2
56617,2024,3,FT,Solutions Engineer,112500,GB,0,GB,2
56618,2024,3,FT,Solutions Engineer,100000,GB,0,GB,2
56621,2024,2,FT,Analyst,167000,US,0,US,2
56622,2024,2,FT,Analyst,114000,US,0,US,2
56625,2024,3,FT,Site Reliability Engineer,192250,US,0,US,2
56626,2024,3,FT,Site Reliability Engineer,141960,US,0,US,2
56627,2024,1,FT,Engineer,118600,US,0,US,2
56628,2024,1,FT,Engineer,56200,US,0,US,2
56631,2024,3,FT,Engineer,164300,US,0,US,2
56637,2024,3,FT,Solutions Engineer,345000,US,0,US,2
56638,2024,3,FT,Solutions Engineer,280000,US,0,US,2
56642,2024,3,FT,Software Engineer,214471,US,0,US,2
56643,2024,2,FT,Solutions Architect,110000,US,100,US,2
56644,2024,2,FT,Solutions Architect,90000,US,100,US,2
56655,2024,2,FT,Manager,510000,US,0,US,2
56656,2024,2,FT,Manager,425000,US,0,US,2
56657,2024,2,FT,Manager,512500,GB,0,GB,2
56658,2024,2,FT,Manager,493750,GB,0,GB,2
56665,2024,2,FT,Manager,269100,US,0,US,2
56667,2024,1,FT,Manager,50420,IN,100,IN,2
56668,2024,1,FT,Manager,48019,IN,100,IN,2
56675,2024,3,FT,Research Scientist,284000,US,0,US,2
56676,2024,3,FT,Research Scientist,189000,US,0,US,2
56681,2024,2,FT,Data Scientist,78750,GB,50,GB,3
56686,2024,2,FT,Solutions Engineer,174000,US,0,US,2
56687,2024,2,FT,Solutions Engineer,118000,US,0,US,2
56688,2024,3,FT,Data Scientist,281000,US,0,US,2
56690,2024,3,FT,Data Scientist,218109,US,0,US,2
56693,2024,3,FT,Data Scientist,61250,GB,0,GB,2
56694,2024,2,FT,Data Scientist,41250,GB,0,GB,2
56695,2024,2,FT,Data Scientist,37393,GB,0,GB,2
56696,2024,3,FT,Software Engineer,231100,US,0,US,2
56697,2024,3,FT,Software Engineer,157322,US,0,US,2
56698,2024,3,FT,BI Developer,104000,US,100,US,2
56702,2024,3,FT,Software Development Engineer,185000,US,0,US,2
56703,2024,3,FT,Software Development Engineer,130000,US,0,US,2
56704,2024,2,FT,Consultant,156000,US,0,US,2
56706,2024,3,FT,Product Manager,132900,US,0,US,2
56710,2024,2,FT,Data Developer,168520,US,0,US,2
56711,2024,2,FT,Data Developer,150929,US,0,US,2
56712,2024,1,FT,Data Specialist,46000,CA,0,CA,2
56713,2024,1,FT,Data Specialist,36500,CA,0,CA,2
56714,2024,3,FT,Data Analyst,75401,GB,0,GB,2
56715,2024,3,FT,Data Analyst,61562,GB,0,GB,2
